,cell line,test,material,source,organism,cell type,morphology,tissue,disease,time (hr),concentration (ug/ml),Hydrodynamic diameter (nm),Zeta potential (mV),mcd,electronegativity,rox,radii,Valance_electron,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,CrippenClogP,chi0v,chi1v,chi2v,hallKierAlpha,kappa1,norm_v,canc_v,Fitness
0,SKOV-3,AlamarBlue,Au,original,Human,Human,epithelial,ovary,Adenocarcinoma,24,6.25,75.0,4.635,0.0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0.0,0.0,0.74025974,1.74025974,105.5363567884269,74.09393832717593,31.442418461250966
1,SKOV-3,CCK-8,Ag,original,Human,Human,epithelial,ovary,Adenocarcinoma,24,5.81,43.8,4.635,0.0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0.0,0.0,0.74025974,1.74025974,90.2948449091247,61.32694497285067,28.967899936274037
2,SKOV-3,CellTiterBlue,ZnO,original,Human,Human,epithelial,ovary,Adenocarcinoma,24,7.8125,17.2,-5.63,2.272727273,2.545,-0.7618,1.35,8,81.389,1,0,0,-0.1213,4.082482905,1.5,0.0,0.423376623,2.423376623,114.48743409399505,86.58263685214318,27.904797241851867
3,SKOV-3,MTT,Ag,original,Human,Human,epithelial,ovary,Adenocarcinoma,12,31.2,17.2,-10.7,0.0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0.0,0.0,0.74025974,1.74025974,96.22296783665954,70.54236284987026,25.680604986789277
4,SKOV-3,AlamarBlue,Pt,original,Human,Human,epithelial,ovary,Adenocarcinoma,24,7.8125,158.75,49.78,0.0,2.28,1.188,1.35,10,195.078,0,0,0,-0.0025,2.588435821,0.0,0.0,0.688311688,1.688311688,88.15141719581642,63.32306309346756,24.82835410234886
5,SKOV-3,AlamarBlue,Ag,original,Human,Human,epithelial,ovary,Adenocarcinoma,72,35.0,19.0,20.83,0.0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0.0,0.0,0.74025974,1.74025974,70.3833393112203,47.909665429234394,22.473673881985903
6,SKOV-3,CCK-8,Pt,original,Human,Human,epithelial,ovary,Adenocarcinoma,24,7.5,67.35,-38.95,0.0,2.28,1.188,1.35,10,195.078,0,0,0,-0.0025,2.588435821,0.0,0.0,0.688311688,1.688311688,92.3908739635764,71.24219574979546,21.14867821378094
7,SKOV-3,CellTiterBlue,ZnO,original,Human,Human,epithelial,ovary,Adenocarcinoma,20,7.8125,17.2,-20.36,2.272727273,2.545,-0.7618,1.35,8,81.389,1,0,0,-0.1213,4.082482905,1.5,0.0,0.423376623,2.423376623,106.31347599700035,85.23491093646658,21.078565060533776
8,SKOV-3,LDH,Au,original,Human,Human,epithelial,ovary,Adenocarcinoma,12,35.0,375.4,21.7,0.0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0.0,0.0,0.74025974,1.74025974,79.73081735545172,58.85519227495654,20.875625080495176
9,SKOV-3,MTT,Ag,original,Human,Human,epithelial,ovary,Adenocarcinoma,72,5.62,17.6,-8.23,0.0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0.0,0.0,0.74025974,1.74025974,98.52280261765664,78.34574528339775,20.17705733425889
