,cell line,test,material,source,organism,cell type,morphology,tissue,disease,time (hr),concentration (ug/ml),Hydrodynamic diameter (nm),Zeta potential (mV),mcd,electronegativity,rox,radii,Valance_electron,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,CrippenClogP,chi0v,chi1v,chi2v,hallKierAlpha,kappa1,norm_v,canc_v,Fitness
0,CHO-K1,NRU,TiO2,original,hamster,Animal,epithelial,ovary,Normal,48,9.45,21.6,-30.0,5.369127517,2.806666667,-0.93,1.4,16,79.865,2,0,0,-0.2401,2.878049394,1.683250823,0.0,0.314285714,3.314285714,97.06445667045246,83.29698775485545,13.767468915597007
1,CHO-K1,MTS,CuO,original,hamster,Animal,epithelial,ovary,Normal,48,18.0,167.8,-46.8,2.298850575,2.67,0.337,1.35,17,79.545,1,0,0,-0.1213,1.651411411,0.507519219,0.0,0.319480519,2.319480519,89.08879859923287,79.49786356778135,9.590935031451522
2,CHO-K1,EZ4U,Fe3O4,original,hamster,Animal,epithelial,ovary,Normal,48,93.64,270.0,-7.01,2.93255132,2.75,-0.239,1.4,48,231.531,4,0,2,-0.4323,6.006207083,2.975595179,0.708333333,0.918441558,10.82035581,69.45265123622245,60.95444697509351,8.49820426112894
3,CHO-K1,CellTiterGlo,Ni,original,hamster,Animal,epithelial,ovary,Normal,48,20.0,326.5,-39.895,0.0,1.91,-0.25,1.35,10,58.693,0,0,0,-0.0025,1.303840481,0.0,0.0,0.493506494,1.493506494,85.03360350113057,77.35738664794157,7.676216853189004
4,CHO-K1,CytoTox-Glo,TiO2,original,hamster,Animal,epithelial,ovary,Normal,48,10.0,34.64,-53.9,5.369127517,2.806666667,-0.93,1.4,16,79.865,2,0,0,-0.2401,2.878049394,1.683250823,0.0,0.314285714,3.314285714,91.321682969503,84.04416121896378,7.277521750539222
5,CHO-K1,CytoTox-Glo,Fe3O4,original,hamster,Animal,epithelial,ovary,Normal,48,28.9,10.0,-4.58,2.93255132,2.75,-0.239,1.4,48,231.531,4,0,2,-0.4323,6.006207083,2.975595179,0.708333333,0.918441558,10.82035581,70.94321916431831,64.02703670928585,6.916182455032455
6,CHO-K1,WST-1,C,original,hamster,Animal,epithelial,ovary,Normal,3,10.0,199.89,-20.21,0.0,2.55,0.0,0.7,4,12.011,0,0,0,0.08129,0.5,0.0,0.0,0.0,0.0,83.15599002549921,76.96828322715436,6.187706798344848
7,CHO-K1,Live/Dead,TiO2,original,hamster,Animal,epithelial,ovary,Normal,20,18.0,24.5,-16.5,5.369127517,2.806666667,-0.93,1.4,16,79.865,2,0,0,-0.2401,2.878049394,1.683250823,0.0,0.314285714,3.314285714,92.30062438164339,86.48425116522633,5.8163732164170625
8,CHO-K1,NRU,TiO2,original,hamster,Animal,epithelial,ovary,Normal,9,9.45,153.88,-22.4,5.369127517,2.806666667,-0.93,1.4,16,79.865,2,0,0,-0.2401,2.878049394,1.683250823,0.0,0.314285714,3.314285714,93.51692751352059,88.14571027126227,5.371217242258311
9,CHO-K1,CCK-8,Fe3O4,original,hamster,Animal,epithelial,ovary,Normal,6,200.0,23.0,-6.975,2.93255132,2.75,-0.239,1.4,48,231.531,4,0,2,-0.4323,6.006207083,2.975595179,0.708333333,0.918441558,10.82035581,88.6520567423859,83.6067107164151,5.045346025970801
10,CHO-K1,CCK-8,Bi2O3,original,hamster,Animal,epithelial,ovary,Normal,6,750.0,24.5,-8.75,2.564102564,2.872,0.308,1.6,28,465.957,3,0,2,-1.0676,9.07331162,6.408327915,5.133333333,1.326233766,6.326233766,80.54110395307104,75.74709818184489,4.7940057712261535
11,CHO-K1,Live/Dead,C,original,hamster,Animal,epithelial,ovary,Normal,48,9.45,267.0,-35.0,0.0,2.55,0.0,0.7,4,12.011,0,0,0,0.08129,0.5,0.0,0.0,0.0,0.0,92.77025999466335,88.08490624081485,4.685353753848503
12,CHO-K1,CellTiterGlo,Ni,original,hamster,Animal,epithelial,ovary,Normal,48,20.0,10.33,-39.895,0.0,1.91,-0.25,1.35,10,58.693,0,0,0,-0.0025,1.303840481,0.0,0.0,0.493506494,1.493506494,76.57435282237095,71.93899591418355,4.635356908187404
13,CHO-K1,CytoTox-Glo,Bi2O3,original,hamster,Animal,epithelial,ovary,Normal,48,175.0,19.0,-24.3,2.564102564,2.872,0.308,1.6,28,465.957,3,0,2,-1.0676,9.07331162,6.408327915,5.133333333,1.326233766,6.326233766,58.86080989675124,54.46169617454363,4.399113722207609
14,CHO-K1,Live/Dead,Fe3O4,original,hamster,Animal,epithelial,ovary,Normal,48,93.64,270.0,-7.01,2.93255132,2.75,-0.239,1.4,48,231.531,4,0,2,-0.4323,6.006207083,2.975595179,0.708333333,0.918441558,10.82035581,82.8324637955514,78.6827855367804,4.149678258771004
15,CHO-K1,EZ4U,Fe3O4,original,hamster,Animal,epithelial,ovary,Normal,48,15.6,28.32,-35.035,2.93255132,2.75,-0.239,1.4,48,231.531,4,0,2,-0.4323,6.006207083,2.975595179,0.708333333,0.918441558,10.82035581,79.42785876411345,75.35630212593988,4.0715566381735755
16,CHO-K1,WST-1,TiO2,original,hamster,Animal,epithelial,ovary,Normal,9,16.0,188.7,-20.21,5.369127517,2.806666667,-0.93,1.4,16,79.865,2,0,0,-0.2401,2.878049394,1.683250823,0.0,0.314285714,3.314285714,93.45270186596053,89.64280698194055,3.8098948840199824
17,CHO-K1,WST-1,SiO2,original,hamster,Animal,epithelial,ovary,Normal,3,15.0,199.89,-20.21,7.407407407,2.926666667,-1.2,1.1,16,60.084,2,0,0,-0.6184,2.316496581,1.224744871,0.0,-0.183116883,2.816883117,84.78488708769237,81.45412232065085,3.330764767041515
18,CHO-K1,WST-1,C,original,hamster,Animal,epithelial,ovary,Normal,3,15.0,199.89,-20.21,0.0,2.55,0.0,0.7,4,12.011,0,0,0,0.08129,0.5,0.0,0.0,0.0,0.0,87.06406855865882,84.35758647511179,2.70648208354703
19,CHO-K1,CCK-8,C,original,hamster,Animal,epithelial,ovary,Normal,6,15.0,270.0,-6.975,0.0,2.55,0.0,0.7,4,12.011,0,0,0,0.08129,0.5,0.0,0.0,0.0,0.0,98.87580486994086,96.24012486595483,2.635680003986039
20,CHO-K1,WST-1,Cu,original,hamster,Animal,epithelial,ovary,Normal,6,750.0,267.0,-33.4,0.0,1.9,0.52,1.35,11,63.546,0,0,0,-0.0025,1.243163121,0.0,0.0,0.519480519,1.519480519,53.68136204043158,51.17518374447828,2.5061782959532977
