,cell line,test,material,source,organism,cell type,morphology,tissue,disease,time (hr),concentration (ug/ml),Hydrodynamic diameter (nm),Zeta potential (mV),mcd,electronegativity,rox,radii,Valance_electron,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,CrippenClogP,chi0v,chi1v,chi2v,hallKierAlpha,kappa1,norm_v,canc_v,Fitness
0,CHO-K1,CCK-8,TiO2,original,hamster,Animal,epithelial,ovary,Normal,48,21.87,100.33,-8.1,5.369127517,2.806666667,-0.93,1.4,16,79.865,2,0,0,-0.2401,2.878049394,1.683250823,0.0,0.314285714,3.314285714,56.154152582907905,39.43853121837705,16.715621364530854
1,CHO-K1,XTT,NiO,original,hamster,Animal,epithelial,ovary,Normal,48,21.87,100.33,-3.36,2.702702703,2.675,-0.25,1.35,16,74.692,1,0,0,-0.1213,1.712088772,0.532290647,0.0,0.293506494,2.293506494,66.79384221229631,53.01465393311657,13.779188279179742
2,CHO-K1,NRU,Fe3O4,original,hamster,Animal,epithelial,ovary,Normal,48,175.0,34.64,-21.085,2.93255132,2.75,-0.239,1.4,48,231.531,4,0,2,-0.4323,6.006207083,2.975595179,0.708333333,0.918441558,10.82035581,63.20718934480827,51.24773603516015,11.959453309648119
3,CHO-K1,CVS,NiO,original,hamster,Animal,epithelial,ovary,Normal,48,21.87,100.33,-3.36,2.702702703,2.675,-0.25,1.35,16,74.692,1,0,0,-0.1213,1.712088772,0.532290647,0.0,0.293506494,2.293506494,72.58570548287064,61.355769655350684,11.229935827519952
4,CHO-K1,AlamarBlue,C,original,hamster,Animal,epithelial,ovary,Normal,48,18.0,25.0,-3.85,0.0,2.55,0.0,0.7,4,12.011,0,0,0,0.08129,0.5,0.0,0.0,0.0,0.0,87.05976314302082,76.25901988851972,10.8007432545011
5,CHO-K1,EZ4U,SiO2,original,hamster,Animal,epithelial,ovary,Normal,48,10.0,21.0,-32.81,7.407407407,2.926666667,-1.2,1.1,16,60.084,2,0,0,-0.6184,2.316496581,1.224744871,0.0,-0.183116883,2.816883117,79.18732428346125,69.75211669555983,9.435207587901417
6,CHO-K1,NRU,Fe3O4,original,hamster,Animal,epithelial,ovary,Normal,72,175.0,61.06,-25.165,2.93255132,2.75,-0.239,1.4,48,231.531,4,0,2,-0.4323,6.006207083,2.975595179,0.708333333,0.918441558,10.82035581,60.0344591779013,51.26861884714242,8.765840330758877
7,CHO-K1,CCK-8,CuO,original,hamster,Animal,epithelial,ovary,Normal,48,62.5,190.0,-8.41,2.298850575,2.67,0.337,1.35,17,79.545,1,0,0,-0.1213,1.651411411,0.507519219,0.0,0.319480519,2.319480519,71.47656182060567,62.733586045736665,8.742975774869002
8,CHO-K1,LDH,Fe3O4,original,hamster,Animal,epithelial,ovary,Normal,48,19.0,165.25,-4.55,2.93255132,2.75,-0.239,1.4,48,231.531,4,0,2,-0.4323,6.006207083,2.975595179,0.708333333,0.918441558,10.82035581,69.91088940469346,61.281369654193895,8.629519750499568
9,CHO-K1,XTT,TiO2,original,hamster,Animal,epithelial,ovary,Normal,3,14.0,27.1,-21.8,5.369127517,2.806666667,-0.93,1.4,16,79.865,2,0,0,-0.2401,2.878049394,1.683250823,0.0,0.314285714,3.314285714,93.53620805344488,85.29249050982858,8.243717543616299
10,CHO-K1,CellTiterBlue,Fe3O4,original,hamster,Animal,epithelial,ovary,Normal,48,87.5,57.0,-10.48,2.93255132,2.75,-0.239,1.4,48,231.531,4,0,2,-0.4323,6.006207083,2.975595179,0.708333333,0.918441558,10.82035581,62.47405184589687,55.86563766239991,6.608414183496954
11,CHO-K1,WST-1,C,original,hamster,Animal,epithelial,ovary,Normal,48,17.8,21.0,-23.19,0.0,2.55,0.0,0.7,4,12.011,0,0,0,0.08129,0.5,0.0,0.0,0.0,0.0,77.58531969223309,71.18109797366365,6.404221718569431
12,CHO-K1,WST-1,SiO2,original,hamster,Animal,epithelial,ovary,Normal,48,17.8,21.0,-23.19,7.407407407,2.926666667,-1.2,1.1,16,60.084,2,0,0,-0.6184,2.316496581,1.224744871,0.0,-0.183116883,2.816883117,62.54365261625323,56.28073514416052,6.26291747209271
